lot,cabinet_code,cabinet_name,line,point_code,device_id,rated_power_w,lamp_type,lat,lng,pole_id
A,Q-A04,Corso Italia,L2,PL-000521,LUM-000209,48,LED,45.39681,9.12081,P-000521
A,Q-A04,Corso Italia,L3,PL-000522,LUM-00020A,48,LED,45.39693,9.12102,P-000522
A,Q-A04,Corso Italia,L1,PL-000523,LUM-00020B,56,LED,45.39705,9.12092,P-000523
A,Q-A04,Corso Italia,L2,PL-000524,LUM-00020C,72,LED,45.39717,9.1209,P-000524
A,Q-A04,Corso Italia,L3,PL-000525,LUM-00020D,48,LED,45.39729,9.12074,P-000525
A,Q-A04,Corso Italia,L1,PL-000526,LUM-00020E,48,LED,45.39741,9.12055,P-000526
A,Q-A04,Corso Italia,L2,PL-000527,LUM-00020F,72,LED,45.39753,9.12051,P-000527
A,Q-A04,Corso Italia,L3,PL-000528,LUM-000210,48,LED,45.39765,9.12062,P-000528
A,Q-A04,Corso Italia,L1,PL-000529,LUM-000211,48,LED,45.39777,9.1209,P-000529
A,Q-A04,Corso Italia,L2,PL-000530,LUM-000212,72,LED,45.39789,9.12069,P-000530
A,Q-A04,Corso Italia,L3,PL-000531,LUM-000213,56,LED,45.39801,9.1206,P-000531
A,Q-A04,Corso Italia,L1,PL-000532,LUM-000214,56,LED,45.39813,9.12081,P-000532
A,Q-A04,Corso Italia,L2,PL-000533,LUM-000215,56,LED,45.39825,9.12121,P-000533
A,Q-A04,Corso Italia,L3,PL-000534,LUM-000216,72,LED,45.39837,9.12067,P-000534
A,Q-A04,Corso Italia,L1,PL-000535,LUM-000217,56,LED,45.39849,9.12103,P-000535
A,Q-A04,Corso Italia,L2,PL-000536,LUM-000218,48,LED,45.39861,9.12067,P-000536
A,Q-A04,Corso Italia,L3,PL-000537,LUM-000219,56,LED,45.39873,9.1211,P-000537
A,Q-A04,Corso Italia,L1,PL-000538,LUM-00021A,48,LED,45.39885,9.12081,P-000538
A,Q-A04,Corso Italia,L2,PL-000539,LUM-00021B,56,LED,45.39897,9.12057,P-000539
A,Q-A04,Corso Italia,L3,PL-000540,LUM-00021C,48,LED,45.39909,9.12088,P-000540
A,Q-A04,Corso Italia,L1,PL-000541,LUM-00021D,72,LED,45.39921,9.12079,P-000541
A,Q-A04,Corso Italia,L2,PL-000542,LUM-00021E,56,LED,45.39933,9.1205,P-000542
A,Q-A04,Corso Italia,L3,PL-000543,LUM-00021F,72,LED,45.39945,9.12074,P-000543
A,Q-A04,Corso Italia,L1,PL-000544,LUM-000220,56,LED,45.39957,9.12058,P-000544
A,Q-A04,Corso Italia,L2,PL-000545,LUM-000221,72,LED,45.39969,9.12045,P-000545
A,Q-A04,Corso Italia,L3,PL-000546,LUM-000222,56,LED,45.39981,9.12049,P-000546
A,Q-A04,Corso Italia,L1,PL-000547,LUM-000223,48,LED,45.39993,9.12085,P-000547
A,Q-A04,Corso Italia,L2,PL-000548,LUM-000224,56,LED,45.40005,9.12098,P-000548
A,Q-A04,Corso Italia,L3,PL-000549,LUM-000225,48,LED,45.40017,9.12059,P-000549
A,Q-A04,Corso Italia,L1,PL-000550,LUM-000226,72,LED,45.40029,9.12102,P-000550
A,Q-A04,Corso Italia,L2,PL-000551,LUM-000227,72,LED,45.40041,9.1206,P-000551
A,Q-A04,Corso Italia,L3,PL-000552,LUM-000228,48,LED,45.40053,9.12105,P-000552
A,Q-A04,Corso Italia,L1,PL-000553,LUM-000229,48,LED,45.40065,9.12047,P-000553
A,Q-A04,Corso Italia,L2,PL-000554,LUM-00022A,48,LED,45.40077,9.12073,P-000554
A,Q-A04,Corso Italia,L3,PL-000555,LUM-00022B,48,LED,45.40089,9.12123,P-000555
A,Q-A04,Corso Italia,L1,PL-000556,LUM-00022C,56,LED,45.40101,9.12077,P-000556
A,Q-A04,Corso Italia,L2,PL-000557,LUM-00022D,72,LED,45.40113,9.12068,P-000557
A,Q-A04,Corso Italia,L3,PL-000558,LUM-00022E,48,LED,45.40125,9.12099,P-000558
A,Q-A04,Corso Italia,L1,PL-000559,LUM-00022F,48,LED,45.40137,9.12073,P-000559
A,Q-A04,Corso Italia,L2,PL-000560,LUM-000230,72,LED,45.40149,9.12063,P-000560
A,Q-A04,Corso Italia,L3,PL-000561,LUM-000231,56,LED,45.40161,9.12046,P-000561
A,Q-A04,Corso Italia,L1,PL-000562,LUM-000232,48,LED,45.40173,9.12123,P-000562
A,Q-A04,Corso Italia,L2,PL-000563,LUM-000233,48,LED,45.40185,9.12096,P-000563
A,Q-A04,Corso Italia,L3,PL-000564,LUM-000234,56,LED,45.40197,9.12115,P-000564
A,Q-A04,Corso Italia,L1,PL-000565,LUM-000235,72,LED,45.40209,9.12123,P-000565
A,Q-A04,Corso Italia,L2,PL-000566,LUM-000236,72,LED,45.40221,9.12078,P-000566
A,Q-A04,Corso Italia,L3,PL-000567,LUM-000237,72,LED,45.40233,9.12104,P-000567
A,Q-A04,Corso Italia,L1,PL-000568,LUM-000238,56,LED,45.40245,9.12056,P-000568
A,Q-A04,Corso Italia,L2,PL-000569,LUM-000239,48,LED,45.40257,9.12076,P-000569
A,Q-A04,Corso Italia,L3,PL-000570,LUM-00023A,72,LED,45.40269,9.12109,P-000570
A,Q-A04,Corso Italia,L1,PL-000571,LUM-00023B,72,LED,45.40281,9.12099,P-000571
A,Q-A04,Corso Italia,L2,PL-000572,LUM-00023C,72,LED,45.40293,9.12104,P-000572
A,Q-A04,Corso Italia,L3,PL-000573,LUM-00023D,48,LED,45.40305,9.1212,P-000573
A,Q-A04,Corso Italia,L1,PL-000574,LUM-00023E,48,LED,45.40317,9.12105,P-000574
A,Q-A04,Corso Italia,L2,PL-000575,LUM-00023F,56,LED,45.40329,9.12053,P-000575
A,Q-A04,Corso Italia,L3,PL-000576,LUM-000240,72,LED,45.40341,9.12048,P-000576
A,Q-A04,Corso Italia,L1,PL-000577,LUM-000241,56,LED,45.40353,9.12047,P-000577
A,Q-A04,Corso Italia,L2,PL-000578,LUM-000242,72,LED,45.40365,9.12055,P-000578
A,Q-A04,Corso Italia,L3,PL-000579,LUM-000243,72,LED,45.40377,9.12084,P-000579
A,Q-A04,Corso Italia,L1,PL-000580,LUM-000244,56,LED,45.40389,9.12124,P-000580
A,Q-A04,Corso Italia,L2,PL-000581,LUM-000245,56,LED,45.40401,9.12107,P-000581
A,Q-A04,Corso Italia,L3,PL-000582,LUM-000246,56,LED,45.40413,9.1209,P-000582
A,Q-A04,Corso Italia,L1,PL-000583,LUM-000247,72,LED,45.40425,9.12061,P-000583
A,Q-A04,Corso Italia,L2,PL-000584,LUM-000248,72,LED,45.40437,9.12118,P-000584
A,Q-A04,Corso Italia,L3,PL-000585,LUM-000249,48,LED,45.40449,9.12057,P-000585
A,Q-A04,Corso Italia,L1,PL-000586,LUM-00024A,48,LED,45.40461,9.12089,P-000586
A,Q-A04,Corso Italia,L2,PL-000587,LUM-00024B,48,LED,45.40473,9.12081,P-000587
A,Q-A04,Corso Italia,L3,PL-000588,LUM-00024C,56,LED,45.40485,9.12073,P-000588
A,Q-A04,Corso Italia,L1,PL-000589,LUM-00024D,48,LED,45.40497,9.12096,P-000589
A,Q-A04,Corso Italia,L2,PL-000590,LUM-00024E,56,LED,45.40509,9.12096,P-000590
A,Q-A04,Corso Italia,L3,PL-000591,LUM-00024F,72,LED,45.40521,9.12067,P-000591
A,Q-A04,Corso Italia,L1,PL-000592,LUM-000250,48,LED,45.40533,9.12086,P-000592
A,Q-A04,Corso Italia,L2,PL-000593,LUM-000251,48,LED,45.40545,9.12103,P-000593
A,Q-A04,Corso Italia,L3,PL-000594,LUM-000252,48,LED,45.40557,9.12098,P-000594
A,Q-A04,Corso Italia,L1,PL-000595,LUM-000253,48,LED,45.40569,9.12047,P-000595
A,Q-A04,Corso Italia,L2,PL-000596,LUM-000254,72,LED,45.40581,9.12102,P-000596
A,Q-A04,Corso Italia,L3,PL-000597,LUM-000255,48,LED,45.40593,9.12112,P-000597
A,Q-A04,Corso Italia,L1,PL-000598,LUM-000256,48,LED,45.40605,9.12055,P-000598
A,Q-A04,Corso Italia,L2,PL-000599,LUM-000257,56,LED,45.40617,9.12096,P-000599
A,Q-A04,Corso Italia,L3,PL-000600,LUM-000258,72,LED,45.40629,9.12047,P-000600
A,Q-A04,Corso Italia,L1,PL-000601,LUM-000259,72,LED,45.40641,9.12092,P-000601
A,Q-A04,Corso Italia,L2,PL-000602,LUM-00025A,72,LED,45.40653,9.12104,P-000602
A,Q-A04,Corso Italia,L3,PL-000603,LUM-00025B,72,LED,45.40665,9.12106,P-000603
A,Q-A04,Corso Italia,L1,PL-000604,LUM-00025C,56,LED,45.40677,9.12105,P-000604
A,Q-A04,Corso Italia,L2,PL-000605,LUM-00025D,48,LED,45.40689,9.12045,P-000605
A,Q-A04,Corso Italia,L3,PL-000606,LUM-00025E,56,LED,45.40701,9.1206,P-000606
A,Q-A04,Corso Italia,L1,PL-000607,LUM-00025F,48,LED,45.40713,9.12115,P-000607
A,Q-A04,Corso Italia,L2,PL-000608,LUM-000260,48,LED,45.40725,9.12089,P-000608
A,Q-A04,Corso Italia,L3,PL-000609,LUM-000261,48,LED,45.40737,9.12118,P-000609
A,Q-A04,Corso Italia,L1,PL-000610,LUM-000262,72,LED,45.40749,9.12107,P-000610
A,Q-A04,Corso Italia,L2,PL-000611,LUM-000263,72,LED,45.40761,9.12116,P-000611
A,Q-A04,Corso Italia,L3,PL-000612,LUM-000264,56,LED,45.40773,9.12123,P-000612
A,Q-A04,Corso Italia,L1,PL-000613,LUM-000265,56,LED,45.40785,9.12085,P-000613
A,Q-A04,Corso Italia,L2,PL-000614,LUM-000266,72,LED,45.40797,9.12055,P-000614
A,Q-A04,Corso Italia,L3,PL-000615,LUM-000267,56,LED,45.40809,9.12087,P-000615
A,Q-A04,Corso Italia,L1,PL-000616,LUM-000268,48,LED,45.40821,9.1208,P-000616
A,Q-A04,Corso Italia,L2,PL-000617,LUM-000269,56,LED,45.40833,9.12118,P-000617
A,Q-A04,Corso Italia,L3,PL-000618,LUM-00026A,56,LED,45.40845,9.12114,P-000618
A,Q-A04,Corso Italia,L1,PL-000619,LUM-00026B,56,LED,45.40857,9.12052,P-000619
A,Q-A04,Corso Italia,L2,PL-000620,LUM-00026C,48,LED,45.40869,9.12092,P-000620
A,Q-A04,Corso Italia,L3,PL-000621,LUM-00026D,56,LED,45.40881,9.12098,P-000621
A,Q-A04,Corso Italia,L1,PL-000622,LUM-00026E,56,LED,45.40893,9.12063,P-000622
A,Q-A04,Corso Italia,L2,PL-000623,LUM-00026F,72,LED,45.40905,9.12072,P-000623
A,Q-A04,Corso Italia,L3,PL-000624,LUM-000270,56,LED,45.40917,9.12093,P-000624
A,Q-A04,Corso Italia,L1,PL-000625,LUM-000271,48,LED,45.40929,9.12104,P-000625
A,Q-A04,Corso Italia,L2,PL-000626,LUM-000272,48,LED,45.40941,9.12056,P-000626
A,Q-A04,Corso Italia,L3,PL-000627,LUM-000273,48,LED,45.40953,9.12074,P-000627
A,Q-A04,Corso Italia,L1,PL-000628,LUM-000274,56,LED,45.40965,9.12112,P-000628
A,Q-A04,Corso Italia,L2,PL-000629,LUM-000275,56,LED,45.40977,9.12115,P-000629
A,Q-A04,Corso Italia,L3,PL-000630,LUM-000276,48,LED,45.40989,9.12119,P-000630
A,Q-A04,Corso Italia,L1,PL-000631,LUM-000277,56,LED,45.41001,9.12103,P-000631
A,Q-A04,Corso Italia,L2,PL-000632,LUM-000278,56,LED,45.41013,9.12089,P-000632
A,Q-A04,Corso Italia,L3,PL-000633,LUM-000279,72,LED,45.41025,9.1212,P-000633
A,Q-A04,Corso Italia,L1,PL-000634,LUM-00027A,56,LED,45.41037,9.12091,P-000634
A,Q-A04,Corso Italia,L2,PL-000635,LUM-00027B,72,LED,45.41049,9.12107,P-000635
A,Q-A04,Corso Italia,L3,PL-000636,LUM-00027C,72,LED,45.41061,9.12067,P-000636
A,Q-A04,Corso Italia,L1,PL-000637,LUM-00027D,72,LED,45.41073,9.1208,P-000637
A,Q-A04,Corso Italia,L2,PL-000638,LUM-00027E,48,LED,45.41085,9.1212,P-000638
A,Q-A04,Corso Italia,L3,PL-000639,LUM-00027F,48,LED,45.41097,9.12106,P-000639
A,Q-A04,Corso Italia,L1,PL-000640,LUM-000280,48,LED,45.41109,9.12087,P-000640
B,Q-B01,Via Manzoni,L1,PL-000641,NC-1641,72,LED,45.40905,9.13063,P-000641
B,Q-B01,Via Manzoni,L2,PL-000642,NC-1642,90,LED,45.40917,9.13042,P-000642
B,Q-B01,Via Manzoni,L3,PL-000643,NC-1643,90,LED,45.40929,9.13059,P-000643
B,Q-B01,Via Manzoni,L1,PL-000644,NC-1644,72,LED,45.40941,9.13031,P-000644
B,Q-B01,Via Manzoni,L2,PL-000645,NC-1645,90,LED,45.40953,9.13084,P-000645
B,Q-B01,Via Manzoni,L3,PL-000646,NC-1646,90,LED,45.40965,9.13029,P-000646
B,Q-B01,Via Manzoni,L1,PL-000647,NC-1647,72,LED,45.40977,9.13047,P-000647
B,Q-B01,Via Manzoni,L2,PL-000648,NC-1648,72,LED,45.40989,9.13063,P-000648
B,Q-B01,Via Manzoni,L3,PL-000649,NC-1649,56,LED,45.41001,9.13092,P-000649
B,Q-B01,Via Manzoni,L1,PL-000650,NC-1650,90,LED,45.41013,9.13061,P-000650
B,Q-B01,Via Manzoni,L2,PL-000651,NC-1651,56,LED,45.41025,9.13032,P-000651
B,Q-B01,Via Manzoni,L3,PL-000652,NC-1652,72,LED,45.41037,9.13088,P-000652
B,Q-B01,Via Manzoni,L1,PL-000653,NC-1653,56,LED,45.41049,9.13087,P-000653
B,Q-B01,Via Manzoni,L2,PL-000654,NC-1654,72,LED,45.41061,9.13073,P-000654
B,Q-B01,Via Manzoni,L3,PL-000655,NC-1655,56,LED,45.41073,9.13084,P-000655
B,Q-B01,Via Manzoni,L1,PL-000656,NC-1656,56,LED,45.41085,9.13085,P-000656
B,Q-B01,Via Manzoni,L2,PL-000657,NC-1657,72,LED,45.41097,9.13073,P-000657
B,Q-B01,Via Manzoni,L3,PL-000658,NC-1658,90,LED,45.41109,9.13032,P-000658
B,Q-B01,Via Manzoni,L1,PL-000659,NC-1659,72,LED,45.41121,9.13097,P-000659
B,Q-B01,Via Manzoni,L2,PL-000660,NC-1660,90,LED,45.41133,9.13079,P-000660
B,Q-B01,Via Manzoni,L3,PL-000661,NC-1661,72,LED,45.41145,9.13081,P-000661
B,Q-B01,Via Manzoni,L1,PL-000662,NC-1662,90,LED,45.41157,9.13048,P-000662
B,Q-B01,Via Manzoni,L2,PL-000663,NC-1663,90,LED,45.41169,9.13026,P-000663
B,Q-B01,Via Manzoni,L3,PL-000664,NC-1664,56,LED,45.41181,9.13056,P-000664
B,Q-B01,Via Manzoni,L1,PL-000665,NC-1665,72,LED,45.41193,9.13056,P-000665
B,Q-B01,Via Manzoni,L2,PL-000666,NC-1666,90,LED,45.41205,9.13078,P-000666
B,Q-B01,Via Manzoni,L3,PL-000667,NC-1667,72,LED,45.41217,9.13065,P-000667
B,Q-B01,Via Manzoni,L1,PL-000668,NC-1668,90,LED,45.41229,9.13048,P-000668
B,Q-B01,Via Manzoni,L2,PL-000669,NC-1669,56,LED,45.41241,9.1306,P-000669
B,Q-B01,Via Manzoni,L3,PL-000670,NC-1670,90,LED,45.41253,9.13085,P-000670
B,Q-B01,Via Manzoni,L1,PL-000671,NC-1671,56,LED,45.41265,9.13055,P-000671
B,Q-B01,Via Manzoni,L2,PL-000672,NC-1672,72,LED,45.41277,9.13044,P-000672
B,Q-B01,Via Manzoni,L3,PL-000673,NC-1673,90,LED,45.41289,9.13047,P-000673
B,Q-B01,Via Manzoni,L1,PL-000674,NC-1674,72,LED,45.41301,9.13072,P-000674
B,Q-B01,Via Manzoni,L2,PL-000675,NC-1675,56,LED,45.41313,9.13027,P-000675
B,Q-B01,Via Manzoni,L3,PL-000676,NC-1676,56,LED,45.41325,9.1304,P-000676
B,Q-B01,Via Manzoni,L1,PL-000677,NC-1677,72,LED,45.41337,9.13081,P-000677
B,Q-B01,Via Manzoni,L2,PL-000678,NC-1678,72,LED,45.41349,9.13039,P-000678
B,Q-B01,Via Manzoni,L3,PL-000679,NC-1679,72,LED,45.41361,9.13074,P-000679
B,Q-B01,Via Manzoni,L1,PL-000680,NC-1680,90,LED,45.41373,9.1306,P-000680
B,Q-B01,Via Manzoni,L2,PL-000681,NC-1681,72,LED,45.41385,9.13033,P-000681
B,Q-B01,Via Manzoni,L3,PL-000682,NC-1682,56,LED,45.41397,9.13044,P-000682
B,Q-B01,Via Manzoni,L1,PL-000683,NC-1683,90,LED,45.41409,9.13068,P-000683
B,Q-B01,Via Manzoni,L2,PL-000684,NC-1684,72,LED,45.41421,9.13047,P-000684
B,Q-B01,Via Manzoni,L3,PL-000685,NC-1685,56,LED,45.41433,9.13036,P-000685
B,Q-B01,Via Manzoni,L1,PL-000686,NC-1686,90,LED,45.41445,9.13069,P-000686
B,Q-B01,Via Manzoni,L2,PL-000687,NC-1687,72,LED,45.41457,9.13079,P-000687
B,Q-B01,Via Manzoni,L3,PL-000688,NC-1688,56,LED,45.41469,9.13078,P-000688
B,Q-B01,Via Manzoni,L1,PL-000689,NC-1689,56,LED,45.41481,9.13026,P-000689
B,Q-B01,Via Manzoni,L2,PL-000690,NC-1690,56,LED,45.41493,9.1304,P-000690
B,Q-B01,Via Manzoni,L3,PL-000691,NC-1691,56,LED,45.41505,9.13058,P-000691
B,Q-B01,Via Manzoni,L1,PL-000692,NC-1692,72,LED,45.41517,9.13024,P-000692
B,Q-B01,Via Manzoni,L2,PL-000693,NC-1693,72,LED,45.41529,9.13068,P-000693
B,Q-B01,Via Manzoni,L3,PL-000694,NC-1694,90,LED,45.41541,9.13057,P-000694
B,Q-B01,Via Manzoni,L1,PL-000695,NC-1695,90,LED,45.41553,9.13064,P-000695
B,Q-B01,Via Manzoni,L2,PL-000696,NC-1696,72,LED,45.41565,9.13098,P-000696
B,Q-B01,Via Manzoni,L3,PL-000697,NC-1697,90,LED,45.41577,9.1306,P-000697
B,Q-B01,Via Manzoni,L1,PL-000698,NC-1698,90,LED,45.41589,9.13094,P-000698
B,Q-B01,Via Manzoni,L2,PL-000699,NC-1699,56,LED,45.41601,9.131,P-000699
B,Q-B01,Via Manzoni,L3,PL-000700,NC-1700,72,LED,45.41613,9.13022,P-000700
B,Q-B01,Via Manzoni,L1,PL-000701,NC-1701,56,LED,45.41625,9.13039,P-000701
B,Q-B01,Via Manzoni,L2,PL-000702,NC-1702,72,LED,45.41637,9.13046,P-000702
B,Q-B01,Via Manzoni,L3,PL-000703,NC-1703,90,LED,45.41649,9.13027,P-000703
B,Q-B01,Via Manzoni,L1,PL-000704,NC-1704,72,LED,45.41661,9.13047,P-000704
B,Q-B01,Via Manzoni,L2,PL-000705,NC-1705,56,LED,45.41673,9.13032,P-000705
B,Q-B01,Via Manzoni,L3,PL-000706,NC-1706,72,LED,45.41685,9.13067,P-000706
B,Q-B01,Via Manzoni,L1,PL-000707,NC-1707,72,LED,45.41697,9.131,P-000707
B,Q-B01,Via Manzoni,L2,PL-000708,NC-1708,72,LED,45.41709,9.13086,P-000708
B,Q-B01,Via Manzoni,L3,PL-000709,NC-1709,72,LED,45.41721,9.13076,P-000709
B,Q-B01,Via Manzoni,L1,PL-000710,NC-1710,72,LED,45.41733,9.13099,P-000710
B,Q-B01,Via Manzoni,L2,PL-000711,NC-1711,72,LED,45.41745,9.13052,P-000711
B,Q-B01,Via Manzoni,L3,PL-000712,NC-1712,72,LED,45.41757,9.13052,P-000712
B,Q-B01,Via Manzoni,L1,PL-000713,NC-1713,90,LED,45.41769,9.13056,P-000713
B,Q-B01,Via Manzoni,L2,PL-000714,NC-1714,90,LED,45.41781,9.13085,P-000714
B,Q-B01,Via Manzoni,L3,PL-000715,NC-1715,72,LED,45.41793,9.13032,P-000715
B,Q-B01,Via Manzoni,L1,PL-000716,NC-1716,90,LED,45.41805,9.13066,P-000716
B,Q-B01,Via Manzoni,L2,PL-000717,NC-1717,56,LED,45.41817,9.13072,P-000717
B,Q-B01,Via Manzoni,L3,PL-000718,NC-1718,90,LED,45.41829,9.13079,P-000718
B,Q-B01,Via Manzoni,L1,PL-000719,NC-1719,56,LED,45.41841,9.13032,P-000719
B,Q-B01,Via Manzoni,L2,PL-000720,NC-1720,56,LED,45.41853,9.13024,P-000720
B,Q-B01,Via Manzoni,L3,PL-000721,NC-1721,90,LED,45.41865,9.1306,P-000721
B,Q-B01,Via Manzoni,L1,PL-000722,NC-1722,72,LED,45.41877,9.13035,P-000722
B,Q-B01,Via Manzoni,L2,PL-000723,NC-1723,90,LED,45.41889,9.13038,P-000723
B,Q-B01,Via Manzoni,L3,PL-000724,NC-1724,56,LED,45.41901,9.13023,P-000724
B,Q-B01,Via Manzoni,L1,PL-000725,NC-1725,56,LED,45.41913,9.131,P-000725
B,Q-B01,Via Manzoni,L2,PL-000726,NC-1726,72,LED,45.41925,9.1305,P-000726
B,Q-B01,Via Manzoni,L3,PL-000727,NC-1727,90,LED,45.41937,9.13057,P-000727
B,Q-B01,Via Manzoni,L1,PL-000728,NC-1728,56,LED,45.41949,9.13045,P-000728
B,Q-B01,Via Manzoni,L2,PL-000729,NC-1729,72,LED,45.41961,9.13042,P-000729
B,Q-B01,Via Manzoni,L3,PL-000730,NC-1730,56,LED,45.41973,9.13038,P-000730
B,Q-B01,Via Manzoni,L1,PL-000731,NC-1731,56,LED,45.41985,9.13033,P-000731
B,Q-B01,Via Manzoni,L2,PL-000732,NC-1732,72,LED,45.41997,9.13054,P-000732
B,Q-B01,Via Manzoni,L3,PL-000733,NC-1733,72,LED,45.42009,9.13035,P-000733
B,Q-B01,Via Manzoni,L1,PL-000734,NC-1734,72,LED,45.42021,9.13048,P-000734
B,Q-B01,Via Manzoni,L2,PL-000735,NC-1735,72,LED,45.42033,9.13063,P-000735
B,Q-B01,Via Manzoni,L3,PL-000736,NC-1736,90,LED,45.42045,9.13048,P-000736
B,Q-B01,Via Manzoni,L1,PL-000737,NC-1737,90,LED,45.42057,9.13045,P-000737
B,Q-B01,Via Manzoni,L2,PL-000738,NC-1738,72,LED,45.42069,9.13082,P-000738
B,Q-B01,Via Manzoni,L3,PL-000739,NC-1739,90,LED,45.42081,9.13083,P-000739
B,Q-B01,Via Manzoni,L1,PL-000740,NC-1740,56,LED,45.42093,9.13031,P-000740
B,Q-B01,Via Manzoni,L2,PL-000741,NC-1741,72,LED,45.42105,9.13089,P-000741
B,Q-B01,Via Manzoni,L3,PL-000742,NC-1742,72,LED,45.42117,9.13094,P-000742
B,Q-B01,Via Manzoni,L1,PL-000743,NC-1743,90,LED,45.42129,9.13041,P-000743
B,Q-B01,Via Manzoni,L2,PL-000744,NC-1744,72,LED,45.42141,9.13032,P-000744
B,Q-B02,Via Garibaldi,L1,PL-000745,NC-1745,90,LED,45.3938,9.12092,P-000745
B,Q-B02,Via Garibaldi,L2,PL-000746,NC-1746,56,LED,45.39392,9.12042,P-000746
B,Q-B02,Via Garibaldi,L3,PL-000747,NC-1747,56,LED,45.39404,9.12054,P-000747
B,Q-B02,Via Garibaldi,L1,PL-000748,NC-1748,56,LED,45.39416,9.12082,P-000748
B,Q-B02,Via Garibaldi,L2,PL-000749,NC-1749,90,LED,45.39428,9.12092,P-000749
B,Q-B02,Via Garibaldi,L3,PL-000750,NC-1750,72,LED,45.3944,9.12092,P-000750
B,Q-B02,Via Garibaldi,L1,PL-000751,NC-1751,72,LED,45.39452,9.12109,P-000751
B,Q-B02,Via Garibaldi,L2,PL-000752,NC-1752,56,LED,45.39464,9.12088,P-000752
B,Q-B02,Via Garibaldi,L3,PL-000753,NC-1753,90,LED,45.39476,9.12094,P-000753
B,Q-B02,Via Garibaldi,L1,PL-000754,NC-1754,56,LED,45.39488,9.12045,P-000754
B,Q-B02,Via Garibaldi,L2,PL-000755,NC-1755,90,LED,45.395,9.12047,P-000755
B,Q-B02,Via Garibaldi,L3,PL-000756,NC-1756,56,LED,45.39512,9.12094,P-000756
B,Q-B02,Via Garibaldi,L1,PL-000757,NC-1757,56,LED,45.39524,9.1212,P-000757
B,Q-B02,Via Garibaldi,L2,PL-000758,NC-1758,90,LED,45.39536,9.12055,P-000758
B,Q-B02,Via Garibaldi,L3,PL-000759,NC-1759,72,LED,45.39548,9.12111,P-000759
B,Q-B02,Via Garibaldi,L1,PL-000760,NC-1760,72,LED,45.3956,9.12049,P-000760
B,Q-B02,Via Garibaldi,L2,PL-000761,NC-1761,56,LED,45.39572,9.12044,P-000761
B,Q-B02,Via Garibaldi,L3,PL-000762,NC-1762,72,LED,45.39584,9.12045,P-000762
B,Q-B02,Via Garibaldi,L1,PL-000763,NC-1763,90,LED,45.39596,9.12086,P-000763
B,Q-B02,Via Garibaldi,L2,PL-000764,NC-1764,56,LED,45.39608,9.12042,P-000764
B,Q-B02,Via Garibaldi,L3,PL-000765,NC-1765,90,LED,45.3962,9.12112,P-000765
B,Q-B02,Via Garibaldi,L1,PL-000766,NC-1766,72,LED,45.39632,9.12113,P-000766
B,Q-B02,Via Garibaldi,L2,PL-000767,NC-1767,56,LED,45.39644,9.12121,P-000767
B,Q-B02,Via Garibaldi,L3,PL-000768,NC-1768,56,LED,45.39656,9.12111,P-000768
B,Q-B02,Via Garibaldi,L1,PL-000769,NC-1769,56,LED,45.39668,9.12112,P-000769
B,Q-B02,Via Garibaldi,L2,PL-000770,NC-1770,90,LED,45.3968,9.12064,P-000770
B,Q-B02,Via Garibaldi,L3,PL-000771,NC-1771,90,LED,45.39692,9.12074,P-000771
B,Q-B02,Via Garibaldi,L1,PL-000772,NC-1772,56,LED,45.39704,9.12043,P-000772
B,Q-B02,Via Garibaldi,L2,PL-000773,NC-1773,72,LED,45.39716,9.1208,P-000773
B,Q-B02,Via Garibaldi,L3,PL-000774,NC-1774,56,LED,45.39728,9.12071,P-000774
B,Q-B02,Via Garibaldi,L1,PL-000775,NC-1775,72,LED,45.3974,9.12072,P-000775
B,Q-B02,Via Garibaldi,L2,PL-000776,NC-1776,56,LED,45.39752,9.12062,P-000776
B,Q-B02,Via Garibaldi,L3,PL-000777,NC-1777,90,LED,45.39764,9.12097,P-000777
B,Q-B02,Via Garibaldi,L1,PL-000778,NC-1778,90,LED,45.39776,9.12067,P-000778
B,Q-B02,Via Garibaldi,L2,PL-000779,NC-1779,72,LED,45.39788,9.12104,P-000779
B,Q-B02,Via Garibaldi,L3,PL-000780,NC-1780,90,LED,45.398,9.12087,P-000780
B,Q-B02,Via Garibaldi,L1,PL-000781,NC-1781,72,LED,45.39812,9.12062,P-000781
B,Q-B02,Via Garibaldi,L2,PL-000782,NC-1782,72,LED,45.39824,9.12055,P-000782
B,Q-B02,Via Garibaldi,L3,PL-000783,NC-1783,72,LED,45.39836,9.12113,P-000783
B,Q-B02,Via Garibaldi,L1,PL-000784,NC-1784,90,LED,45.39848,9.12044,P-000784
B,Q-B02,Via Garibaldi,L2,PL-000785,NC-1785,72,LED,45.3986,9.12078,P-000785
B,Q-B02,Via Garibaldi,L3,PL-000786,NC-1786,56,LED,45.39872,9.12097,P-000786
B,Q-B02,Via Garibaldi,L1,PL-000787,NC-1787,56,LED,45.39884,9.12066,P-000787
B,Q-B02,Via Garibaldi,L2,PL-000788,NC-1788,90,LED,45.39896,9.12089,P-000788
B,Q-B02,Via Garibaldi,L3,PL-000789,NC-1789,56,LED,45.39908,9.12047,P-000789
B,Q-B02,Via Garibaldi,L1,PL-000790,NC-1790,56,LED,45.3992,9.12074,P-000790
B,Q-B02,Via Garibaldi,L2,PL-000791,NC-1791,56,LED,45.39932,9.12069,P-000791
